Keywords,Sentence
"Indonesia,","During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
Madelyn,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
Honolulu,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
"1971,","During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
stepfather,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
world,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
gave,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
assessment,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
"""a","During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
taught,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
live,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
Stanley,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
returned,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
hardheaded,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
time,"During my time in Indonesia, my stepfather taught mine to be resilient and gave mine ""a pretty hardheaded assessment of how the world works.""In 1971, I returned to Honolulu to live with my maternal grandparents, Madelyn and Stanley Dunham."
school,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
fifth,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
1979.,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
graduated,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
school—with,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
aid,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
Punahou School—a,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
college,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
scholarship,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
attended,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
grade,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
nickname,"I attended Punahou School—a private college preparatory school—with the aid of a scholarship from fifth grade until I graduated from high school in 1979. In my youth, I went by the nickname ""Barry""."
